,Postcode,Borough,Postcode Latitude,Postcode Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
8500,01-450,Wola,52.2415,20.9431,Carrefour Na Ks. Janusza,52.24084823658806,20.94155536697612,Grocery Store
8501,01-450,Wola,52.2415,20.9431,Vintuna,52.241416,20.944734,Thai Restaurant
8502,01-164,Wola,52.2449,20.9629,Cafe Dobra Wola,52.24415605220155,20.96234553374487,Café
8503,01-164,Wola,52.2449,20.9629,Parowóz,52.243927151091924,20.962430194214093,Dim Sum Restaurant
8504,01-164,Wola,52.2449,20.9629,Kuchnia - Bar Mleczny,52.245848,20.961917,Diner
8505,01-164,Wola,52.2449,20.9629,Ideal Delikatesy,52.24535398841779,20.962356912007543,Supermarket
8506,01-118,Wola,52.2381,20.9455,Amrit Kebab,52.23897002139039,20.944122703059687,Kebab Restaurant
8507,01-118,Wola,52.2381,20.9455,KFC,52.23883986331861,20.94706799580584,Fast Food Restaurant
8508,01-118,Wola,52.2381,20.9455,Duza Miska,52.238688353486864,20.946660833426606,Asian Restaurant
8509,01-118,Wola,52.2381,20.9455,Top Market,52.23853622154166,20.9469473361969,Grocery Store
8510,01-118,Wola,52.2381,20.9455,Mai Asian Food,52.238806,20.946696,Vietnamese Restaurant
8511,01-118,Wola,52.2381,20.9455,Piekarnia Grzybki,52.23897548114675,20.944781026571675,Bakery
8512,01-118,Wola,52.2381,20.9455,Autobus 109,52.23839157829813,20.94719494835266,Bus Line
8513,01-120,Wola,52.2374,20.9454,Cukiernia Czubak,52.236274058600614,20.94438899094631,Bakery
8514,01-120,Wola,52.2374,20.9454,Momo Smak,52.237411,20.94416,Asian Restaurant
8515,01-406,Wola,52.2403,20.948,Przystanek Park Moczydło,52.23969959317647,20.948802489928095,Bus Station
8516,01-130,Wola,52.2343,20.9442,"OSiR Pływalnia ""Nowa Fala""",52.23445676851304,20.9425586956596,Gym Pool
8517,01-130,Wola,52.2343,20.9442,Carrefour Express (Globi),52.23432325137142,20.945191288007752,Market
8518,01-122,Wola,52.2353,20.9447,Cukiernia Czubak,52.236274058600614,20.94438899094631,Bakery
8519,01-122,Wola,52.2353,20.9447,Carrefour Express (Globi),52.23432325137142,20.945191288007752,Market
8520,00-895,Wola,52.2387,20.9913,Cafe Furkot,52.23806104744131,20.991556449669424,Café
8521,00-895,Wola,52.2387,20.9913,U Madziara,52.23764730430313,20.991035125964007,Hungarian Restaurant
8522,00-895,Wola,52.2387,20.9913,UKIM,52.237657,20.991266,Asian Restaurant
8523,00-895,Wola,52.2387,20.9913,DoWoli Bistro & Cafe,52.23780629713181,20.991222859763937,Bistro
8524,01-216,Wola,52.2256,20.9688,Skwer imienia Alojzego Pawełka,52.22635362895593,20.968222618103027,Park
8525,01-066,Wola,52.2554,20.9789,SAKANA Sushi Bar,52.25432931247978,20.978912232540576,Sushi Restaurant
8526,01-066,Wola,52.2554,20.9789,Naam Thai,52.2565009331784,20.97773841278505,Thai Restaurant
8527,01-066,Wola,52.2554,20.9789,Tutti Colori. Pizza i wino,52.255117,20.978349,Pizza Place
8528,01-066,Wola,52.2554,20.9789,Deseo,52.254211,20.978982,Dessert Shop
8529,01-066,Wola,52.2554,20.9789,Klub Pogłos,52.254886214661575,20.979596620035323,Music Venue
8530,01-066,Wola,52.2554,20.9789,NOCE i DNIE targ kulinarny,52.256018,20.980699,Night Market
8531,01-066,Wola,52.2554,20.9789,Club black room,52.25503218203378,20.97961290124758,Nightclub
8532,01-104,Wola,52.2315,20.9362,Dobre nasze,52.2308489274108,20.93452707934893,Butcher
8533,01-104,Wola,52.2315,20.9362,Plac Zabaw,52.230475,20.935337,Playground
8534,01-104,Wola,52.2315,20.9362,Na Wieszaku,52.230774,20.935446,Italian Restaurant
8535,01-104,Wola,52.2315,20.9362,Delikatesy Centrum,52.232328467438144,20.93610471666024,Grocery Store
8536,00-891,Wola,52.2378,20.9911,Cafe Furkot,52.23806104744131,20.991556449669424,Café
8537,00-891,Wola,52.2378,20.9911,Oberża pod Czerwonym Wieprzem,52.236955838080725,20.98947765500874,Polish Restaurant
8538,00-891,Wola,52.2378,20.9911,La Maison Gourmand,52.23739512611016,20.990018707546163,French Restaurant
8539,00-891,Wola,52.2378,20.9911,U Madziara,52.23764730430313,20.991035125964007,Hungarian Restaurant
8540,00-891,Wola,52.2378,20.9911,Trattoria Toscana,52.23657740199031,20.99079952592298,Pizza Place
8541,00-891,Wola,52.2378,20.9911,UKIM,52.237657,20.991266,Asian Restaurant
8542,00-891,Wola,52.2378,20.9911,DoWoli Bistro & Cafe,52.23780629713181,20.991222859763937,Bistro
8543,00-872,Wola,52.2364,20.9848,Pho 206,52.236147,20.985322,Vietnamese Restaurant
8544,00-872,Wola,52.2364,20.9848,Costa Coffee,52.23613802160503,20.984091148582852,Coffee Shop
8545,00-872,Wola,52.2364,20.9848,Asian Lan Anh,52.23636992378795,20.985724400168657,Asian Restaurant
8546,00-801,Wola,52.2286,20.9976,Pizzeria Buffo,52.22973569379495,20.998133341532675,Pizza Place
8547,00-801,Wola,52.2286,20.9976,Biedronka,52.22777831043916,20.997082543399298,Supermarket
8548,00-805,Wola,52.2276,20.9934,Śmietanka Towarzyska,52.22879129666365,20.993668303834536,Diner
8549,01-100,Wola,52.2319,20.9259,Qulinarius,52.232588767020424,20.926612016895245,Buffet
8550,01-410,Wola,52.2444,20.9515,Mississippi,52.243259312328526,20.95237872824319,Polish Restaurant
8551,01-410,Wola,52.2444,20.9515,Dziki Młyn,52.24319937702027,20.952397356348133,Restaurant
8552,01-439,Wola,52.2477,20.943,Przystanek Dalibora,52.24688639539382,20.943499918381946,Bus Station
8553,01-439,Wola,52.2477,20.943,Dalibora,52.246736635339566,20.942963138993793,Antique Shop
8554,01-439,Wola,52.2477,20.943,Bar azjatycki Song Hang,52.247214443362054,20.94222664833069,Asian Restaurant
8555,01-409,Wola,52.2445,20.9481,Biedronka,52.24531533277571,20.947950243369732,Grocery Store
8556,01-409,Wola,52.2445,20.9481,Deotymy,52.24486296849028,20.948142556700162,Bus Stop
8557,01-409,Wola,52.2445,20.9481,Karmelek,52.244063,20.947819,Ice Cream Shop
8558,01-441,Wola,52.245,20.9471,Biedronka,52.24531533277571,20.947950243369732,Grocery Store
8559,01-441,Wola,52.245,20.9471,Deotymy,52.24486296849028,20.948142556700162,Bus Stop
8560,01-441,Wola,52.245,20.9471,Karmelek,52.244063,20.947819,Ice Cream Shop
8561,01-431,Wola,52.2465,20.9474,Biedronka,52.24531533277571,20.947950243369732,Grocery Store
8562,01-431,Wola,52.2465,20.9474,Nutka Cafe,52.24701210472183,20.947037885006473,Café
8563,01-184,Wola,52.2354,20.9677,Pizzeria u Dziadka,52.23424221432531,20.968073961536057,Pizza Place
8564,01-184,Wola,52.2354,20.9677,Pizza u Dziada,52.234214421204214,20.96801626406736,Pizza Place
8565,01-184,Wola,52.2354,20.9677,Thang Loi,52.23423960601959,20.967559355212327,Asian Restaurant
8566,01-023,Wola,52.245,20.9888,Złoty Ryż,52.244468031715314,20.990743794226386,Vietnamese Restaurant
8567,01-029,Wola,52.2433,20.9827,Ministerstwo Dobrego Mydła,52.243527,20.983993,Cosmetics Shop
8568,01-029,Wola,52.2433,20.9827,Studio Kulinarne Małe Przyjemności,52.243712,20.984756,Bakery
8569,01-029,Wola,52.2433,20.9827,BUT FIRST Coffee,52.24332,20.981165,Café
8570,01-402,Wola,52.241,20.946,U przyjaciół,52.24135043749751,20.945761308061847,Eastern European Restaurant
8571,01-402,Wola,52.241,20.946,Vintuna,52.241416,20.944734,Thai Restaurant
8572,01-445,Wola,52.2437,20.9439,Sushi Wola,52.243865049916764,20.944283167012262,Sushi Restaurant
8573,01-445,Wola,52.2437,20.9439,Pizza del Forno,52.24326751772105,20.94384334539941,Italian Restaurant
8574,01-443,Wola,52.2447,20.9448,Sushi Wola,52.243865049916764,20.944283167012262,Sushi Restaurant
8575,01-432,Wola,52.2463,20.9434,Dalibora,52.246736635339566,20.942963138993793,Antique Shop
8576,01-432,Wola,52.2463,20.9434,Bar azjatycki Song Hang,52.247214443362054,20.94222664833069,Asian Restaurant
8577,01-432,Wola,52.2463,20.9434,giełda koło,52.24577460168426,20.941426958674462,Flea Market
8578,01-432,Wola,52.2463,20.9434,Przystanek Dalibora,52.24688639539382,20.943499918381946,Bus Station
8579,01-432,Wola,52.2463,20.9434,Czar Smaku,52.246031,20.942412,Polish Restaurant
8580,01-116,Wola,52.2399,20.9457,Amrit Kebab,52.23897002139039,20.944122703059687,Kebab Restaurant
8581,01-116,Wola,52.2399,20.9457,Duza Miska,52.238688353486864,20.946660833426606,Asian Restaurant
8582,01-116,Wola,52.2399,20.9457,Mai Asian Food,52.238806,20.946696,Vietnamese Restaurant
8583,01-116,Wola,52.2399,20.9457,Piekarnia Grzybki,52.23897548114675,20.944781026571675,Bakery
8584,01-436,Wola,52.2477,20.9472,Nutka Cafe,52.24701210472183,20.947037885006473,Café
8585,01-190,Wola,52.2408,20.9758,Żabka,52.24119500620993,20.977360358943052,Convenience Store
8586,01-213,Wola,52.228,20.9745,Gruba Ryba,52.22908604309038,20.9748699828614,Japanese Restaurant
8587,01-146,Wola,52.238,20.9679,Pracownia Cukiernicza Zagoździńskiego,52.23693872369542,20.967473244150572,Donut Shop
8588,01-214,Wola,52.2279,20.9736,Sklep 'Grosik',52.227418260644775,20.972042083740234,Grocery Store
8589,01-123,Wola,52.2358,20.9475,Monte Casino 02,52.236472485361084,20.94799887724289,Bus Station
8590,01-119,Wola,52.2377,20.948,ToZo CAFE,52.23888124278565,20.948026021205646,Café
8591,01-119,Wola,52.2377,20.948,KFC,52.23883986331861,20.94706799580584,Fast Food Restaurant
8592,01-119,Wola,52.2377,20.948,Duza Miska,52.238688353486864,20.946660833426606,Asian Restaurant
8593,01-119,Wola,52.2377,20.948,Top Market,52.23853622154166,20.9469473361969,Grocery Store
8594,01-119,Wola,52.2377,20.948,Społem Wola Delikatesy,52.23873989258961,20.948418379037996,Grocery Store
8595,01-119,Wola,52.2377,20.948,Autobus 109,52.23839157829813,20.94719494835266,Bus Line
8596,01-119,Wola,52.2377,20.948,Monte Casino 02,52.236472485361084,20.94799887724289,Bus Station
8597,00-892,Wola,52.2389,20.9936,Green Caffè Nero,52.23879653343499,20.99570048916267,Coffee Shop
8598,00-892,Wola,52.2389,20.9936,T.G.I. Friday's,52.23880419495133,20.995513224675587,American Restaurant
8599,00-892,Wola,52.2389,20.9936,Florian Ogień czy Woda,52.23853991974017,20.993903930987006,Eastern European Restaurant
8600,00-892,Wola,52.2389,20.9936,Gruby Josek,52.23916,20.99519,Polish Restaurant
8601,00-892,Wola,52.2389,20.9936,Manty,52.239073211311364,20.994495368593945,Dumpling Restaurant
8602,01-049,Wola,52.2461,20.9809,COS,52.246893003397,20.97965097504057,Clothing Store
8603,01-049,Wola,52.2461,20.9809,Tous,52.246759,20.979252,Jewelry Store
8604,01-049,Wola,52.2461,20.9809,H&M,52.247037,20.980104,Clothing Store
8605,01-211,Wola,52.2294,20.9735,Gruba Ryba,52.22908604309038,20.9748699828614,Japanese Restaurant
8606,01-211,Wola,52.2294,20.9735,Fresh Burger,52.230242,20.973962,Burger Joint
8607,01-249,Wola,52.2253,20.9427,Przystanek Reduta Wolska,52.22658488886561,20.94212293673463,Tram Station
8608,01-249,Wola,52.2253,20.9427,City Comfort,52.225754,20.942904,Hotel
8609,01-249,Wola,52.2253,20.9427,Grill And Roll,52.225845,20.944412,Kebab Restaurant
8610,01-249,Wola,52.2253,20.9427,Sodexho,52.22522946998041,20.940685655543053,Cafeteria
8611,01-151,Wola,52.2436,20.9658,Bez Krępacji,52.242583144090496,20.965965005004755,Café
8612,01-151,Wola,52.2436,20.9658,Tawerna Korsarz,52.244024609006395,20.965748446874606,Pub
8613,01-151,Wola,52.2436,20.9658,Biedronka,52.24472988108873,20.96660484375588,Supermarket
8614,01-151,Wola,52.2436,20.9658,Pole Elekcyjne,52.24405264070651,20.966847379623747,Plaza
8615,01-151,Wola,52.2436,20.9658,Plac Elekcyjny,52.243645112934914,20.96775388307434,Plaza
8616,01-151,Wola,52.2436,20.9658,Rossmann,52.24443259464763,20.966592425954232,Drugstore
8617,01-165,Wola,52.2438,20.9658,Bez Krępacji,52.242583144090496,20.965965005004755,Café
8618,01-165,Wola,52.2438,20.9658,Tawerna Korsarz,52.244024609006395,20.965748446874606,Pub
8619,01-165,Wola,52.2438,20.9658,Biedronka,52.24472988108873,20.96660484375588,Supermarket
8620,01-165,Wola,52.2438,20.9658,Pole Elekcyjne,52.24405264070651,20.966847379623747,Plaza
8621,01-165,Wola,52.2438,20.9658,Plac Elekcyjny,52.243645112934914,20.96775388307434,Plaza
8622,01-165,Wola,52.2438,20.9658,Rossmann,52.24443259464763,20.966592425954232,Drugstore
8623,01-112,Wola,52.2374,20.9399,Przystanek Redutowa,52.23663907272868,20.940500933063586,Bus Station
8624,01-112,Wola,52.2374,20.9399,Zagłoba,52.23662373387572,20.940281039876336,Liquor Store
8625,01-180,Wola,52.2372,20.97,Apteka Cefarm 24h,52.237213018248596,20.971770213803687,Pharmacy
8626,01-110,Wola,52.2398,20.94,Energy Fitness Club,52.239381457805564,20.940297989372443,Gym
8627,01-110,Wola,52.2398,20.94,Penthałs Danielka,52.23875541623239,20.938852292721748,Water Park
8628,01-147,Wola,52.2378,20.9631,Pasja Smaku,52.23896999419098,20.96387618065304,Eastern European Restaurant
8629,01-147,Wola,52.2378,20.9631,Przystanek Płocka Szpital 02,52.237314909213154,20.963921470180825,Bus Station
8630,01-109,Wola,52.2392,20.9406,Energy Fitness Club,52.239381457805564,20.940297989372443,Gym
8631,01-109,Wola,52.2392,20.9406,Apteka Dbam O Zdrowie,52.23868617106513,20.942551673778997,Pharmacy
8632,01-109,Wola,52.2392,20.9406,Penthałs Danielka,52.23875541623239,20.938852292721748,Water Park
8633,01-186,Wola,52.2366,20.9669,Pracownia Cukiernicza Zagoździńskiego,52.23693872369542,20.967473244150572,Donut Shop
8634,01-186,Wola,52.2366,20.9669,Sagarmatha Nepal,52.236862,20.96665,Indian Restaurant
8635,01-186,Wola,52.2366,20.9669,Przystanek Płocka - Szpital,52.23724890150282,20.965579350804777,Bus Stop
8636,01-186,Wola,52.2366,20.9669,Mai Mai,52.237322109730385,20.965514997635257,Chinese Restaurant
8637,01-139,Wola,52.2371,20.9639,Przystanek Płocka - Szpital,52.23724890150282,20.965579350804777,Bus Stop
8638,01-139,Wola,52.2371,20.9639,Mai Mai,52.237322109730385,20.965514997635257,Chinese Restaurant
8639,01-139,Wola,52.2371,20.9639,Przystanek Płocka Szpital 02,52.237314909213154,20.963921470180825,Bus Station
8640,01-144,Wola,52.2374,20.9604,Biedronka,52.236504,20.959238,Grocery Store
8641,01-144,Wola,52.2374,20.9604,Przystanek Syreny,52.237545,20.960224,Bus Station
8642,01-404,Wola,52.2374,20.9542,Lodowisko Moczydło,52.23763497442662,20.952937029094876,Skating Rink
8643,01-117,Wola,52.2395,20.9443,Amrit Kebab,52.23897002139039,20.944122703059687,Kebab Restaurant
8644,01-117,Wola,52.2395,20.9443,Piekarnia Grzybki,52.23897548114675,20.944781026571675,Bakery
8645,01-117,Wola,52.2395,20.9443,Apteka Dbam O Zdrowie,52.23868617106513,20.942551673778997,Pharmacy
8646,01-117,Wola,52.2395,20.9443,Przystanek Jana Olbrachta,52.2390345105028,20.943168642508784,Bus Station
8647,01-117,Wola,52.2395,20.9443,Hagiel Bistro,52.2385520435151,20.942777770688444,Polish Restaurant
8648,01-236,Wola,52.229,20.9543,Groszek Sklep,52.22990897175912,20.954576183994693,Food & Drink Shop
8649,01-154,Wola,52.2401,20.9621,minuta8,52.24097,20.96187,Convenience Store
8650,01-154,Wola,52.2401,20.9621,Plac Zabaw Żytnia,52.23971128463745,20.963347,Playground
8651,01-154,Wola,52.2401,20.9621,warszawska akademia pilki nożnej,52.24067385140707,20.962202057576164,Soccer Field
8652,01-160,Wola,52.2416,20.9645,Bez Krępacji,52.242583144090496,20.965965005004755,Café
8653,00-863,Wola,52.2354,20.9934,munja,52.234884481248265,20.991967373099346,Eastern European Restaurant
8654,00-863,Wola,52.2354,20.9934,Folk Gospoda,52.23515011978143,20.992035534111526,Polish Restaurant
8655,00-863,Wola,52.2354,20.9934,ÜBAR,52.23484368522063,20.99388599395752,Bistro
8656,00-863,Wola,52.2354,20.9934,Ibis Styles Warszawa City,52.234726597062796,20.99233582098611,Hotel
8657,00-863,Wola,52.2354,20.9934,Biedronka,52.23579743564495,20.995120876536422,Supermarket
8658,00-863,Wola,52.2354,20.9934,Fitness Club S4 Grzybowska,52.235760344514105,20.995035208496912,Gym / Fitness Center
8659,00-855,Wola,52.2351,20.9938,munja,52.234884481248265,20.991967373099346,Eastern European Restaurant
8660,00-855,Wola,52.2351,20.9938,Folk Gospoda,52.23515011978143,20.992035534111526,Polish Restaurant
8661,00-855,Wola,52.2351,20.9938,ÜBAR,52.23484368522063,20.99388599395752,Bistro
8662,00-855,Wola,52.2351,20.9938,Ibis Styles Warszawa City,52.234726597062796,20.99233582098611,Hotel
8663,00-855,Wola,52.2351,20.9938,Biedronka,52.23579743564495,20.995120876536422,Supermarket
8664,00-855,Wola,52.2351,20.9938,Fitness Club S4 Grzybowska,52.235760344514105,20.995035208496912,Gym / Fitness Center
8665,01-209,Wola,52.2301,20.9794,Buła & Spóła,52.23012043160698,20.979629552036073,Sandwich Place
8666,01-209,Wola,52.2301,20.9794,Trattoria Boccone,52.23094820563201,20.97784504281031,Italian Restaurant
8667,01-209,Wola,52.2301,20.9794,Thang Long,52.22975381109756,20.978616015941718,Asian Restaurant
8668,01-209,Wola,52.2301,20.9794,Restauracja Pod Różą,52.230755511249505,20.98098371544697,Restaurant
8669,01-209,Wola,52.2301,20.9794,frankie's,52.230885,20.980719,Juice Bar
8670,00-849,Wola,52.2337,20.9947,ÜBAR,52.23484368522063,20.99388599395752,Bistro
8671,00-849,Wola,52.2337,20.9947,La Lucy,52.233395,20.994394,Snack Place
8672,00-849,Wola,52.2337,20.9947,Casa Ristoranti,52.23425,20.996364,Italian Restaurant
8673,00-849,Wola,52.2337,20.9947,Niedaleko Damaszku,52.23419,20.996454,Falafel Restaurant
8674,01-022,Wola,52.2423,20.9818,BUT FIRST Coffee,52.24332,20.981165,Café
8675,01-225,Wola,52.2283,20.9595,Euro Rtv Agd Wzorcownia,52.227381862132646,20.959595666497663,Shop & Service
8676,01-244,Wola,52.2266,20.9593,Euro Rtv Agd Wzorcownia,52.227381862132646,20.959595666497663,Shop & Service
8677,01-233,Wola,52.2297,20.9588,Bufet u Wojciecha,52.23063723524812,20.959145680806245,College Cafeteria
8678,01-442,Wola,52.244,20.9458,Sushi Wola,52.243865049916764,20.944283167012262,Sushi Restaurant
8679,01-442,Wola,52.244,20.9458,Karmelek,52.244063,20.947819,Ice Cream Shop
8680,01-174,Wola,52.2406,20.9686,Przystanek Długosza,52.24052426750917,20.970622522878504,Tram Station
8681,01-177,Wola,52.2405,20.9692,Przystanek Długosza,52.24052426750917,20.970622522878504,Tram Station
8682,01-177,Wola,52.2405,20.9692,GACA Centrum Wola,52.2399520354157,20.97109776330543,Gym / Fitness Center
8683,01-237,Wola,52.225,20.9528,Kawiarnia Odolany,52.225735713902665,20.951962691130795,Café
8684,01-237,Wola,52.225,20.9528,Chef Burger,52.225437,20.9525,Burger Joint
8685,01-237,Wola,52.225,20.9528,Aroma Cafe,52.22545,20.951963,Café
8686,01-237,Wola,52.225,20.9528,AparTymą,52.22531813295879,20.95224855123288,Performing Arts Venue
8687,01-105,Wola,52.2303,20.9339,Dobre nasze,52.2308489274108,20.93452707934893,Butcher
8688,01-105,Wola,52.2303,20.9339,Kwiaciarnia Laura,52.23067704000318,20.933726033173564,Flower Shop
8689,01-105,Wola,52.2303,20.9339,Plac Zabaw,52.230475,20.935337,Playground
8690,01-105,Wola,52.2303,20.9339,Na Wieszaku,52.230774,20.935446,Italian Restaurant
8691,01-108,Wola,52.2345,20.9369,Studio Tańca Spin Freekies - Studio S,52.23545,20.93744,Dance Studio
8692,01-108,Wola,52.2345,20.9369,Przystanek Antka Rozpylacza,52.23431168788246,20.93487797423159,Bus Station
8693,01-420,Wola,52.2489,20.9547,On Sight Centrum Wspinaczkowe,52.24799987883539,20.953452642944033,Climbing Gym
8694,01-420,Wola,52.2489,20.9547,"Hala Sportowa ""Koło""",52.24829816659484,20.95383542043117,Gym
8695,01-420,Wola,52.2489,20.9547,Batida,52.248757,20.953341,Dessert Shop
8696,01-227,Wola,52.2291,20.961,Fresh Market,52.22873617356048,20.96160247717261,Supermarket
8697,01-202,Wola,52.2343,20.9791,Galeria Urody Arkadius,52.23465135213068,20.980221658520158,Health & Beauty Service
8698,01-248,Wola,52.2238,20.9421,Kawiarnia Spotkanie,52.223114,20.94038,Coffee Shop
8699,01-248,Wola,52.2238,20.9421,SwaWola cafe&more,52.223854,20.942294,Café
8700,01-267,Wola,52.2213,20.9325,Swagat Indian Restaurant,52.22152963214273,20.9305987495717,Indian Restaurant
8701,01-267,Wola,52.2213,20.9325,Cukierni Warszawskie,52.22162048014647,20.932121737971915,Café
8702,01-267,Wola,52.2213,20.9325,viet-tien kuchnia orientalna,52.221416,20.932336,Vietnamese Restaurant
8703,01-267,Wola,52.2213,20.9325,Sucré- Lody naturalne,52.221406,20.932974,Coffee Shop
8704,01-111,Wola,52.2363,20.9389,Studio Tańca Spin Freekies - Studio S,52.23545,20.93744,Dance Studio
8705,01-111,Wola,52.2363,20.9389,Metal Cave,52.235882895416424,20.937577833550566,Bar
8706,01-111,Wola,52.2363,20.9389,Handlarze Truskawek,52.23595739178523,20.938782691955566,Farmers Market
8707,01-111,Wola,52.2363,20.9389,Przystanek Redutowa,52.23663907272868,20.940500933063586,Bus Station
8708,01-102,Wola,52.2339,20.9278,Znana,52.23423062873796,20.92572102011036,Bus Station
8709,01-102,Wola,52.2339,20.9278,Sonata Pizzeria,52.23389547829289,20.928330899061606,Pizza Place
8710,01-102,Wola,52.2339,20.9278,Sklep Spożywczy Dziadek,52.23372189793077,20.929378007998253,Grocery Store
8711,01-113,Wola,52.2391,20.9388,Energy Fitness Club,52.239381457805564,20.940297989372443,Gym
8712,01-113,Wola,52.2391,20.9388,Penthałs Danielka,52.23875541623239,20.938852292721748,Water Park
8713,01-064,Wola,52.2404,20.9785,Żabka,52.24119500620993,20.977360358943052,Convenience Store
8714,01-064,Wola,52.2404,20.9785,Fajna Cafe,52.240624601787495,20.979898769615726,Pizza Place
8715,01-013,Wola,52.2408,20.9806,Montownia Smaków,52.240786286653304,20.980667636104286,Bistro
8716,01-013,Wola,52.2408,20.9806,Fajna Cafe,52.240624601787495,20.979898769615726,Pizza Place
8717,01-448,Wola,52.2422,20.9432,Pizza del Forno,52.24326751772105,20.94384334539941,Italian Restaurant
8718,01-448,Wola,52.2422,20.9432,Vintuna,52.241416,20.944734,Thai Restaurant
8719,01-207,Wola,52.2288,20.9785,OSiR Delfin,52.22874064655855,20.977309187633733,Pool
8720,01-207,Wola,52.2288,20.9785,Thang Long,52.22975381109756,20.978616015941718,Asian Restaurant
8721,01-203,Wola,52.2342,20.9771,Lidl,52.23522604090439,20.97616911173665,Grocery Store
8722,01-203,Wola,52.2342,20.9771,Ski Team,52.23524207454523,20.976012532436815,Sporting Goods Shop
8723,01-197,Wola,52.2387,20.9746,Biedronka,52.237576,20.975714,Grocery Store
8724,01-193,Wola,52.2385,20.9759,Biedronka,52.237576,20.975714,Grocery Store
8725,01-446,Wola,52.2431,20.9426,Sushi Wola,52.243865049916764,20.944283167012262,Sushi Restaurant
8726,01-446,Wola,52.2431,20.9426,Pizza del Forno,52.24326751772105,20.94384334539941,Italian Restaurant
8727,01-217,Wola,52.2241,20.9726,Przystanek Kolejowa Bar,52.224,20.972751,Restaurant
8728,01-217,Wola,52.2241,20.9726,Warszawskie zagłębie książkowe,52.22431864336258,20.973713828624575,Bookstore
8729,01-217,Wola,52.2241,20.9726,Juma,52.22454833984375,20.971792221069336,Diner
8730,01-217,Wola,52.2241,20.9726,Movement Designers,52.22418656868916,20.972158653331725,Gym / Fitness Center
8731,01-210,Wola,52.2266,20.9766,Dom Zagadek,52.225485,20.976498,Arcade
8732,01-045,Wola,52.2506,20.9769,ulica Spokojna,52.25163793845579,20.977308541838703,Plaza
8733,00-864,Wola,52.2367,20.9924,U Madziara,52.23764730430313,20.991035125964007,Hungarian Restaurant
8734,00-864,Wola,52.2367,20.9924,Trattoria Toscana,52.23657740199031,20.99079952592298,Pizza Place
8735,00-864,Wola,52.2367,20.9924,UKIM,52.237657,20.991266,Asian Restaurant
8736,00-864,Wola,52.2367,20.9924,DoWoli Bistro & Cafe,52.23780629713181,20.991222859763937,Bistro
8737,01-192,Wola,52.2384,20.9792,Rong Vang,52.23854732779676,20.978158015204937,Chinese Restaurant
8738,01-192,Wola,52.2384,20.9792,Chińczyk z Senatorskiej,52.238861073032375,20.978132046618576,Chinese Restaurant
8739,01-192,Wola,52.2384,20.9792,Pizza Hut,52.23716227533177,20.978996481838863,Pizza Place
8740,01-199,Wola,52.2375,20.9742,Biedronka,52.237576,20.975714,Grocery Store
8741,01-226,Wola,52.2303,20.961,Bufet u Wojciecha,52.23063723524812,20.959145680806245,College Cafeteria
8742,00-845,Wola,52.2327,20.9889,Kawałek,52.232405,20.987937,Coffee Shop
8743,00-845,Wola,52.2327,20.9889,Platinum Residence,52.23335659959333,20.987421427588174,Hotel
8744,00-845,Wola,52.2327,20.9889,Biedronka,52.23347845949561,20.987434380047347,Supermarket
8745,00-845,Wola,52.2327,20.9889,Pizzeria I Monelli,52.23338696607425,20.987379848920114,Italian Restaurant
8746,00-845,Wola,52.2327,20.9889,Nanaki Sushi,52.23332647192232,20.987436228355225,Sushi Restaurant
8747,00-845,Wola,52.2327,20.9889,Saint Honore,52.23349893201051,20.987325164964975,Bakery
8748,00-842,Wola,52.2322,20.9879,Salad Story,52.23123867298243,20.988214752614777,Salad Place
8749,00-842,Wola,52.2322,20.9879,Kawałek,52.232405,20.987937,Coffee Shop
8750,00-842,Wola,52.2322,20.9879,Platinum Residence,52.23335659959333,20.987421427588174,Hotel
8751,00-842,Wola,52.2322,20.9879,Łucka City,52.231776285652415,20.986763080816463,Building
8752,00-842,Wola,52.2322,20.9879,Mojo Picon,52.23114498821072,20.989114271058057,Tapas Restaurant
8753,00-842,Wola,52.2322,20.9879,Biedronka,52.23347845949561,20.987434380047347,Supermarket
8754,00-842,Wola,52.2322,20.9879,Pizzeria I Monelli,52.23338696607425,20.987379848920114,Italian Restaurant
8755,00-842,Wola,52.2322,20.9879,Nanaki Sushi,52.23332647192232,20.987436228355225,Sushi Restaurant
8756,00-842,Wola,52.2322,20.9879,Saint Honore,52.23349893201051,20.987325164964975,Bakery
8757,01-032,Wola,52.247,20.9864,PIWOmaniaK,52.24747062548119,20.98812997341156,Beer Store
8758,01-032,Wola,52.247,20.9864,Rico,52.247413,20.988279,Mexican Restaurant
8759,01-032,Wola,52.247,20.9864,Centrum Biegowe ERGO,52.247699634446185,20.98826404643766,Sporting Goods Shop
8760,01-032,Wola,52.247,20.9864,Bao Long,52.246868803610816,20.984863220406563,Chinese Restaurant
8761,01-032,Wola,52.247,20.9864,SMOCZA fajne miejsce,52.246804,20.98509,Café
8762,01-032,Wola,52.247,20.9864,Gorąco Polecam - Nowakowski,52.24722001207552,20.988374029064673,Bakery
8763,01-026,Wola,52.2463,20.9873,PIWOmaniaK,52.24747062548119,20.98812997341156,Beer Store
8764,01-026,Wola,52.2463,20.9873,Rico,52.247413,20.988279,Mexican Restaurant
8765,01-026,Wola,52.2463,20.9873,Jaś i Małgosia,52.246791513081135,20.988908153558192,Bar
