,Postcode,Borough,Street,Latitude,Longitude
2715,04-231,Wawer,ul. Goździków,52.2385,21.1372
2716,04-906,Wawer,ul. Gruntowa,52.1663,21.2152
2717,04-779,Wawer,ul. Gruszy,52.1972,21.1633
2718,04-629,Wawer,ul. H. Wierzchowskiego,52.2173,21.1764
2719,04-704,Wawer,ul. Hafciarska,52.2095,21.1759
2720,04-725,Wawer,ul. Hafciarska,52.214,21.1829
2721,04-658,Wawer,ul. Hajnowska,52.2152,21.1529
2722,04-885,Wawer,ul. Halki,52.1781,21.1873
2723,04-864,Wawer,ul. Halki,52.181,21.1855
2724,04-961,Wawer,ul. Halna,52.1653,21.2038
2725,04-559,Wawer,ul. Harmonistów,52.2284,21.1466
2726,04-796,Wawer,ul. Heliotropów,52.1826,21.1364
2727,04-824,Wawer,ul. Herbaciana,52.1812,21.202
2728,04-515,Wawer,ul. Hermanowska,52.2298,21.1423
2729,04-624,Wawer,ul. Homera,,
2730,04-880,Wawer,ul. Hortensji,,
2731,04-826,Wawer,ul. Hufcowa,,
2732,04-602,Wawer,ul. I Poprzeczna,52.225,21.1541
2733,04-955,Wawer,ul. Iglasta,52.1702,21.1947
2734,04-604,Wawer,ul. Iglasta,52.2211,21.1566
2735,04-605,Wawer,ul. III Poprzeczna,52.2225,21.1574
2736,04-784,Wawer,ul. III Poprzeczna,52.1943,21.1642
2737,04-611,Wawer,ul. IV Poprzeczna,52.2202,21.1586
2738,04-637,Wawer,ul. IX Poprzeczna,52.2125,21.1656
2739,04-838,Wawer,ul. Izbicka,52.1827,21.2051
2740,04-822,Wawer,ul. Izbicka,52.1827,21.2111
2741,04-833,Wawer,ul. Izerska,52.1849,21.191
2742,04-744,Wawer,ul. J. Kossakowskiego,52.2106,21.1914
2743,04-834,Wawer,ul. J. Osterwy,52.1857,21.1933
2744,04-808,Wawer,ul. J. Osterwy,52.1906,21.1951
2745,04-563,Wawer,ul. J. Skrzyneckiego,52.227,21.154
2746,04-564,Wawer,ul. J. Strusia,52.2285,21.1498
2747,04-532,Wawer,ul. J. Strusia,52.2324,21.1481
2748,04-683,Wawer,ul. Jabłeczna,52.22,21.141
2749,04-652,Wawer,ul. Jabłeczna,52.2201,21.1459
2750,04-863,Wawer,ul. Jagody,52.1819,21.1829
2751,04-816,Wawer,ul. Janosika,52.1932,21.2194
2752,04-860,Wawer,ul. Januszewska,52.1851,21.1818
2753,04-709,Wawer,ul. Jaskrów,52.2111,21.1753
2754,04-878,Wawer,ul. Jaszczurcza,52.1809,21.1761
2755,04-748,Wawer,ul. Jelenia,52.209,21.1956
2756,04-746,Wawer,ul. Jemiołowa,52.2095,21.1939
2757,03-991,Wawer,ul. Jeziorowa,52.1968,21.127
2758,04-770,Wawer,ul. Jeżynowa,52.1982,21.1507
2759,04-823,Wawer,ul. Jontka,52.1841,21.2048
2760,04-854,Wawer,ul. K. Króla,52.1895,21.1775
2761,04-760,Wawer,ul. K. Szpotańskiego,52.2085,21.1646
2762,04-556,Wawer,ul. Kaczeńca,52.2284,21.1454
2763,04-516,Wawer,ul. Kaczeńca,52.235,21.1389
2764,04-712,Wawer,ul. Kaczy Dół,52.2114,21.1756
2765,03-987,Wawer,ul. Kadetów,52.2144,21.1111
2766,04-513,Wawer,ul. Kalinowska,52.2332,21.139
2767,04-541,Wawer,ul. Karpacka,52.234,21.1518
2768,04-781,Wawer,ul. Kartonowa,52.196,21.1644
2769,04-848,Wawer,ul. Kąkolowa,52.1745,21.2017
2770,04-842,Wawer,ul. Kąkolowa,52.1809,21.1953
2771,04-915,Wawer,ul. Kędzierzyńska,52.162,21.2127
2772,04-940,Wawer,ul. Kisielicka,52.1606,21.2247
2773,04-654,Wawer,ul. Klimontowska,52.2178,21.1498
2774,04-672,Wawer,ul. Klimontowska,52.2181,21.1391
2775,04-681,Wawer,ul. Klimontowska,52.2179,21.1443
2776,04-913,Wawer,ul. Kłodzka,52.1649,21.2167
2777,04-991,Wawer,ul. Kminkowa,52.1592,21.1855
2778,04-669,Wawer,ul. Kobryńska,52.2244,21.1363
2779,04-758,Wawer,ul. Kociszewskich,52.2098,21.2109
2780,04-718,Wawer,ul. Kolarska,52.2029,21.1728
2781,04-679,Wawer,ul. Kombajnistów,52.2031,21.138
2782,04-707,Wawer,ul. Konopna,52.2096,21.1732
2783,04-813,Wawer,ul. Koprowa,52.1897,21.2077
2784,04-502,Wawer,ul. Korkowa,52.235,21.1336
2785,04-519,Wawer,ul. Korkowa,52.2375,21.1436
2786,04-549,Wawer,ul. Korkowa,52.2398,21.1543
2787,04-558,Wawer,ul. Korsuńska,52.2291,21.1458
2788,04-641,Wawer,ul. Kosynierów,52.2143,21.1694
2789,04-829,Wawer,ul. Koszęcińska,52.1816,21.2141
2790,04-570,Wawer,ul. Kościuszkowców,52.2291,21.1599
2791,04-552,Wawer,ul. Kościuszkowców,52.2409,21.1559
2792,04-545,Wawer,ul. Kościuszkowców,,
2793,04-715,Wawer,ul. Kożuchowska,,
2794,04-812,Wawer,ul. Krasnoludków,,
2795,04-627,Wawer,ul. Krawiecka,52.2224,21.169
2796,04-995,Wawer,ul. Krokusów,52.154,21.1992
2797,04-526,Wawer,ul. Króla Maciusia,52.2387,21.1455
2798,04-719,Wawer,ul. Krupnicza,52.2034,21.1754
2799,04-795,Wawer,ul. Kuligowska,52.1853,21.1349
2800,04-872,Wawer,ul. Kwiatowa Polana,52.1735,21.1639
2801,04-695,Wawer,ul. Kwidzyńska,52.211,21.1569
2802,04-876,Wawer,ul. Lawendowa,52.1877,21.1643
2803,04-846,Wawer,ul. Lawinowa,52.1753,21.2052
2804,04-674,Wawer,ul. Lebiodowa,52.2083,21.1384
2805,04-953,Wawer,ul. Liliowa,52.1638,21.1862
2806,04-836,Wawer,ul. Limby,52.1849,21.1956
2807,04-687,Wawer,ul. Lucerny,52.2141,21.1469
2808,04-802,Wawer,ul. Łabędzia,52.1919,21.1866
2809,04-806,Wawer,ul. Łabędzia,52.1915,21.1942
2810,04-771,Wawer,ul. Łańcucka,52.2007,21.1695
2811,04-856,Wawer,ul. Łosicka,52.1891,21.1773
2812,04-227,Wawer,ul. Łozinowa,52.2351,21.1315
2813,04-528,Wawer,ul. Łysakowska,52.2365,21.1453
2814,04-621,Wawer,ul. M. Kajki,52.2217,21.163
2815,04-634,Wawer,ul. M. Kajki,52.2133,21.1659
2816,04-975,Wawer,ul. M. Kamieńskiego,52.1595,21.2092
2817,04-703,Wawer,ul. M. Pożaryskiego,52.2048,21.177
2818,04-632,Wawer,ul. M. Pożaryskiego,52.2111,21.1648
2819,04-716,Wawer,ul. Maciejowicka,52.2023,21.1725
2820,04-893,Wawer,ul. Macierzanki,52.1734,21.1936
2821,04-530,Wawer,ul. Magnolii,52.2376,21.1503
2822,04-889,Wawer,ul. Majerankowa,52.1749,21.1821
2823,04-962,Wawer,ul. Małowiejska,52.1632,21.2021
2824,04-717,Wawer,ul. Marecka,52.2031,21.1739
2825,04-617,Wawer,ul. Marysińska,52.2191,21.1561
2826,04-606,Wawer,ul. Marysińska,52.2237,21.1544
2827,03-992,Wawer,ul. Masłowiecka,52.2017,21.1288
2828,04-735,Wawer,ul. Mchów,52.2115,21.2066
2829,04-977,Wawer,ul. Michalinki,52.1548,21.2147
2830,04-692,Wawer,ul. Mielecka,52.2125,21.1512
2831,04-925,Wawer,ul. Międzyrzecka,52.1601,21.2154
2832,04-506,Wawer,ul. Minerska,52.2306,21.1379
2833,04-720,Wawer,ul. Mniszka,52.2035,21.1762
2834,04-772,Wawer,ul. Modrzykowa,52.2016,21.1642
2835,04-226,Wawer,ul. Morgowa,52.235,21.1302
2836,04-776,Wawer,ul. Motylkowa,52.1985,21.1512
2837,04-888,Wawer,ul. Mozaikowa,52.1765,21.1835
2838,04-971,Wawer,ul. Mozaikowa,52.162,21.2034
2839,04-952,Wawer,ul. Mozaikowa,52.1635,21.2022
2840,04-857,Wawer,ul. Mrówcza,52.1892,21.1694
2841,04-768,Wawer,ul. Mrówcza,52.1984,21.1678
2842,04-697,Wawer,ul. Mrówcza,52.2105,21.1605
2843,04-762,Wawer,ul. Mrówcza,52.2045,21.165
2844,04-688,Wawer,ul. Murarska,52.2122,21.1435
2845,04-987,Wawer,ul. Nad Wisłą,52.1558,21.1806
2846,04-936,Wawer,ul. Narcyzowa,52.1599,21.2238
2847,04-930,Wawer,ul. Narcyzowa,52.1627,21.2205
2848,03-989,Wawer,ul. Nasturcjowa,52.2168,21.1038
2849,04-958,Wawer,ul. Nenufarów,52.1713,21.1846
2850,04-635,Wawer,ul. Niemodlińska,52.2135,21.1678
2851,04-505,Wawer,ul. Nowowiśniowa,52.234,21.1342
2852,04-739,Wawer,ul. Obiegowa,52.2103,21.1874
2853,04-942,Wawer,ul. Ochocza,52.1592,21.2241
2854,04-778,Wawer,ul. Odeska,52.1989,21.1675
2855,04-867,Wawer,ul. Odrębna,52.1798,21.1455
2856,04-626,Wawer,ul. Odrodzenia,52.2217,21.1686
2857,04-507,Wawer,ul. Ojrzanowska,52.2304,21.1407
2858,04-240,Wawer,ul. Okularowa,52.241,21.1362
2859,04-980,Wawer,ul. Olecka,52.1549,21.2068
2860,04-939,Wawer,ul. Oliwkowa,52.1588,21.2199
2861,04-237,Wawer,ul. Optyczna,52.2395,21.1344
2862,04-890,Wawer,ul. Orchidei,52.1736,21.1846
2863,04-508,Wawer,ul. Orlika,52.2291,21.1423
2864,04-733,Wawer,ul. Ostów,52.2173,21.2068
2865,04-937,Wawer,ul. Ostrogi,52.1677,21.24
2866,04-989,Wawer,ul. Ostróżki,52.1647,21.1667
2867,04-529,Wawer,ul. Otwarta,52.2373,21.1481
2868,04-976,Wawer,ul. Owocowa,52.1573,21.2119
2869,04-693,Wawer,ul. Paczkowska,52.2108,21.1527
2870,04-684,Wawer,ul. Palmowa,52.2162,21.1409
2871,04-877,Wawer,ul. Panny Wodnej,52.1835,21.1747
2872,04-862,Wawer,ul. Panny Wodnej,52.1834,21.1821
2873,04-793,Wawer,ul. Panoramy,52.1872,21.1301
2874,03-990,Wawer,ul. Panoramy,52.1911,21.127
2875,03-985,Wawer,ul. Papierowa,52.2093,21.1157
2876,04-751,Wawer,ul. Paprociowa,52.2062,21.1842
2877,04-894,Wawer,ul. Pasażerska,52.1724,21.198
2878,04-972,Wawer,ul. Patriotów,52.1577,21.2143
2879,04-933,Wawer,ul. Patriotów,52.1567,21.2173
2880,04-844,Wawer,ul. Patriotów,52.1737,21.2006
2881,04-950,Wawer,ul. Patriotów,52.1674,21.2044
2882,04-839,Wawer,ul. Patriotów,52.1809,21.1932
2883,04-892,Wawer,ul. Patriotów,52.174,21.1975
2884,04-832,Wawer,ul. Patriotów,52.1861,21.1878
2885,04-881,Wawer,ul. Patriotów,52.1785,21.1931
2886,04-804,Wawer,ul. Patriotów,52.1909,21.1831
2887,04-858,Wawer,ul. Patriotów,52.1838,21.1881
2888,04-701,Wawer,ul. Patriotów,52.2015,21.1725
2889,04-852,Wawer,ul. Patriotów,52.1898,21.1821
2890,04-920,Wawer,ul. Patriotów,52.1599,21.2138
2891,04-767,Wawer,ul. Patriotów,52.202,21.1698
2892,04-736,Wawer,ul. Patriotów,52.2065,21.1829
2893,04-912,Wawer,ul. Patriotów,52.1635,21.2102
2894,04-966,Wawer,ul. Patriotów,52.1629,21.209
2895,04-900,Wawer,ul. Patriotów,52.169,21.2049
2896,04-794,Wawer,ul. Peonii,52.1875,21.1356
2897,04-729,Wawer,ul. Perzowa,52.2166,21.2024
2898,04-685,Wawer,ul. Pielęgniarek,52.2159,21.143
2899,04-731,Wawer,ul. Piołunowa,52.2184,21.2025
2900,04-841,Wawer,ul. Pleciona,52.1788,21.1983
2901,04-984,Wawer,ul. Początkowa,52.1544,21.2106
2902,04-924,Wawer,ul. Podjazd,52.1607,21.2147
2903,04-819,Wawer,ul. Podmokła,52.192,21.2267
2904,04-645,Wawer,ul. Podstawowa,52.2159,21.1809
2905,04-994,Wawer,ul. Poezji,52.1547,21.1927
2906,04-676,Wawer,ul. Pokrzywowa,52.2048,21.136
2907,04-992,Wawer,ul. Połaniecka,52.1576,21.1839
2908,04-789,Wawer,ul. Południowa,52.1878,21.1512
2909,04-780,Wawer,ul. Pomarańczowa,52.1969,21.1654
2910,04-694,Wawer,ul. Pomiechowska,52.2113,21.154
2911,04-859,Wawer,ul. Pomologiczna,52.1864,21.1805
2912,04-747,Wawer,ul. Porostowa,52.2085,21.1949
2913,04-566,Wawer,ul. Potockich,52.2285,21.1536
2914,04-534,Wawer,ul. Potockich,52.2338,21.1511
2915,04-561,Wawer,ul. Powszechna,52.229,21.1478
2916,04-622,Wawer,ul. Przelot,52.2248,21.1607
2917,04-909,Wawer,ul. Przełęczy,52.1728,21.2238
2918,04-943,Wawer,ul. Przełęczy,52.1646,21.2248
2919,04-874,Wawer,ul. Przewodowa,52.1716,21.1687
2920,04-895,Wawer,ul. Przewodowa,52.1715,21.192
2921,04-569,Wawer,ul. Przyjaźni,52.2291,21.1587
2922,04-544,Wawer,ul. Przyjaźni,52.2327,21.157
2923,04-959,Wawer,ul. Przyjemna,52.1701,21.1886
2924,04-807,Wawer,ul. Przyleśna,52.1918,21.191
2925,04-643,Wawer,ul. R. Pazińskiego,52.215,21.1745
2926,04-850,Wawer,ul. Radłowa,52.1786,21.2083
2927,04-827,Wawer,ul. Radłowa,52.1812,21.2073
2928,04-764,Wawer,ul. Radomszczańska,52.2059,21.1622
2929,04-982,Wawer,ul. Ratyniecka,52.1538,21.211
2930,04-891,Wawer,ul. Rejowiecka,52.1738,21.1822
2931,04-897,Wawer,ul. Rejowiecka,52.1734,21.1882
2932,04-235,Wawer,ul. Rekrucka,52.2384,21.1411
2933,04-537,Wawer,ul. Reszelska,52.2388,21.1535
2934,04-232,Wawer,ul. Rezedowa,52.2377,21.1384
2935,04-773,Wawer,ul. Rogatkowa,52.2023,21.1639
2936,04-562,Wawer,ul. Rolnicza,52.23,21.1531
2937,04-708,Wawer,ul. Rosnąca,52.2104,21.1744
2938,04-926,Wawer,ul. Rożek,52.1601,21.2145
2939,04-662,Wawer,ul. Rubinowa,52.2245,21.146
2940,04-633,Wawer,ul. Rzeźbiarska,52.2131,21.164
2941,04-620,Wawer,ul. Rzeźbiarska,52.2214,21.161
2942,04-609,Wawer,ul. Rzeźbiarska,52.225,21.1598
2943,04-660,Wawer,ul. Sadulska,52.216,21.1464
2944,04-538,Wawer,ul. Sezam,52.2383,21.1535
2945,03-986,Wawer,ul. Sęczkowa,52.2134,21.1086
2946,04-512,Wawer,ul. Sępia,52.2334,21.1375
2947,04-797,Wawer,ul. Skalnicowa,52.1856,21.1403
2948,04-560,Wawer,ul. Skokowa,52.2283,21.1469
2949,04-726,Wawer,ul. Skowronkowa,52.2118,21.1809
2950,04-742,Wawer,ul. Smardzewska,52.2134,21.1909
2951,04-723,Wawer,ul. Smogulecka,52.203,21.1818
2952,04-689,Wawer,ul. Snopowa,52.2117,21.1454
2953,04-648,Wawer,ul. Solidna,52.2199,21.1514
2954,04-678,Wawer,ul. Sporyszowa,52.2039,21.1366
2955,04-551,Wawer,ul. Starego Doktora,52.2406,21.154
2956,04-233,Wawer,ul. Stepowa,52.2376,21.139
2957,04-567,Wawer,ul. Storczykowa,52.2287,21.1554
2958,04-535,Wawer,ul. Storczykowa,52.2331,21.1533
2959,04-619,Wawer,ul. Stradomska,52.2175,21.1605
2960,04-608,Wawer,ul. Stradomska,52.2232,21.1585
2961,04-650,Wawer,ul. Stylowa,52.2215,21.1456
2962,04-954,Wawer,ul. Szafirowa,52.1691,21.1936
2963,04-655,Wawer,ul. Szalejowa,52.2173,21.1509
2964,04-238,Wawer,ul. Szpacza,52.2401,21.1356
2965,04-996,Wawer,ul. Sztumska,52.1523,21.202
2966,04-981,Wawer,ul. Sztumska,52.1532,21.2108
2967,04-851,Wawer,ul. Sztygarów,52.1798,21.2088
2968,04-828,Wawer,ul. Sztygarów,52.1753,21.2195
2969,04-514,Wawer,ul. Szumna,52.2345,21.1374
2970,04-728,Wawer,ul. Ślazowa,52.2162,21.2005
2971,04-722,Wawer,ul. Świebodzińska,52.2031,21.1799
2972,04-504,Wawer,ul. Świecka,52.234,21.1332
2973,04-644,Wawer,ul. T. Axentowicza,52.215,21.177
2974,04-510,Wawer,ul. T. Edisona,52.2308,21.1387
2975,04-783,Wawer,ul. Tadżycka,52.196,21.1591
2976,04-910,Wawer,ul. Techniczna,52.17,21.2247
2977,04-557,Wawer,ul. Tęczowa,52.2295,21.1456
2978,04-618,Wawer,ul. Trawiasta,52.2179,21.1584
2979,04-607,Wawer,ul. Trawiasta,52.2232,21.1564
2980,04-727,Wawer,ul. Trzykrotki,52.2149,21.1991
2981,04-623,Wawer,ul. Tulipanowa,52.2243,21.1715
2982,04-752,Wawer,ul. Turkusowa,52.2054,21.1875
2983,04-228,Wawer,ul. Tytoniowa,52.2361,21.1311
2984,04-614,Wawer,ul. VI Poprzeczna,52.2164,21.1619
2985,04-615,Wawer,ul. VII Poprzeczna,52.2148,21.1607
2986,04-616,Wawer,ul. VIII Poprzeczna,52.2142,21.1607
2987,04-636,Wawer,ul. VIII Poprzeczna,52.2143,21.1626
2988,04-921,Wawer,ul. Walcownicza,52.1636,21.219
2989,04-866,Wawer,ul. Wał Miedzeszyński,52.1734,21.1511
2990,04-792,Wawer,ul. Wał Miedzeszyński,52.1796,21.1396
2991,04-803,Wawer,ul. Warsztatowa,52.1911,21.1867
2992,04-675,Wawer,ul. Wawrzynowa,52.2055,21.1373
2993,04-673,Wawer,ul. Wąbrzeska,52.2149,21.131
2994,04-997,Wawer,ul. Werbeny,52.151,21.2029
2995,04-524,Wawer,ul. Weselna,52.2366,21.1446
2996,04-869,Wawer,ul. Wędkarska,52.1748,21.1515
2997,04-680,Wawer,ul. Wiązana,52.2034,21.143
2998,04-765,Wawer,ul. Wiązana,52.2001,21.1426
2999,04-661,Wawer,ul. Widoczna,52.2253,21.1459
3000,04-647,Wawer,ul. Widoczna,52.2201,21.1517
3001,04-831,Wawer,ul. Wilgi,52.1855,21.1982
3002,04-820,Wawer,ul. Wilgi,52.1853,21.2131
3003,04-757,Wawer,ul. Wisienki,52.2075,21.2038
3004,04-657,Wawer,ul. Władysława IV,52.2147,21.1558
3005,04-774,Wawer,ul. Włodzicka,52.2007,21.163
3006,04-974,Wawer,ul. Włókiennicza,52.1568,21.2102
3007,04-970,Wawer,ul. Włókiennicza,52.1616,21.2053
3008,04-964,Wawer,ul. Włókiennicza,52.1639,21.2033
3009,04-755,Wawer,ul. Wodyńska,52.2077,21.1847
3010,04-919,Wawer,ul. Wolna,52.1652,21.2156
3011,04-610,Wawer,ul. Wydawnicza,52.2184,21.1559
3012,04-601,Wawer,ul. Wydawnicza,52.2231,21.1514
3013,04-659,Wawer,ul. Wylotowa,52.2161,21.1482
3014,04-638,Wawer,ul. XI Poprzeczna,52.2094,21.1661
3015,04-788,Wawer,ul. Zabłudowska,52.1911,21.1483
3016,04-625,Wawer,ul. Zalipie,52.2216,21.1671
3017,04-642,Wawer,ul. Zambrowska,52.2151,21.1715
3018,04-875,Wawer,ul. Zasadowa,52.179,21.1741
3019,04-787,Wawer,ul. Zerzeńska,52.1972,21.1536
3020,04-639,Wawer,ul. Zorzy,52.2164,21.1708
3021,04-522,Wawer,ul. Związkowa,52.2349,21.1413
3022,04-761,Wawer,ul. Zwoleńska,52.1996,21.1487
3023,04-810,Wawer,ul. Żarecka,52.1923,21.2052
3024,04-713,Wawer,ul. Żegańska,52.2058,21.1749
3025,04-775,Wawer,ul. Żonkilowa,52.2004,21.1615
3026,04-630,Wawer,ul. Żuławska,52.2216,21.178
3027,04-843,Wawer,ul. Żwanowiecka,52.1802,21.1987
3028,04-849,Wawer,ul. Żwanowiecka,52.1738,21.2052
3029,04-756,Wawer,ul. Życzyńska,52.2084,21.1847
3030,05-077,Wesoła,al. marsz. J. Piłsudskiego,52.218,21.2715
3031,05-075,Wesoła,pl. Wojska Polskiego,52.2471,21.2105
3032,02-972,Wilanów,al. Rzeczypospolitej,52.1615,21.0723
3033,02-999,Wilanów,ul. A. Gieysztora,52.1603,21.0816
3034,02-969,Wilanów,ul. Andrutowa,52.1258,21.0999
3035,02-995,Wilanów,ul. Bazyliowa,52.1427,21.1394
3036,02-946,Wilanów,ul. Biedronki,52.171,21.088
3037,02-959,Wilanów,ul. Biedronki,52.1747,21.0846
3038,02-965,Wilanów,ul. Biwakowa,52.1595,21.0919
3039,02-967,Wilanów,ul. Brodzik,52.1575,21.0919
3040,02-994,Wilanów,ul. Bruzdowa,52.1453,21.1382
3041,02-991,Wilanów,ul. Bruzdowa,52.1684,21.1167
3042,02-951,Wilanów,ul. Chorągwi Pancernej,52.1732,21.0836
3043,02-997,Wilanów,ul. Czarna,52.1487,21.1159
3044,02-998,Wilanów,ul. Dobrodzieja,52.1327,21.1155
3045,02-964,Wilanów,ul. Europejska,52.1568,21.0944
3046,02-988,Wilanów,ul. Glebowa,52.1722,21.1126
3047,02-966,Wilanów,ul. Grabalówki,52.1565,21.0995
3048,02-996,Wilanów,ul. Grabalówki,52.1392,21.1329
3049,02-956,Wilanów,ul. Gubinowska,52.1734,21.0744
3050,02-989,Wilanów,ul. Hektarowa,52.1688,21.11
3051,02-960,Wilanów,ul. Janczarów,52.1692,21.0876
3052,02-962,Wilanów,ul. K. Kieślowskiego,52.1514,21.0887
3053,02-948,Wilanów,ul. Kosiarzy,52.1711,21.0862
3054,02-953,Wilanów,ul. Kosiarzy,52.17,21.0794
3055,02-971,Wilanów,ul. Kwitnącej Łąki,52.1213,21.0983
3056,02-968,Wilanów,ul. Ł. Drewny,52.1288,21.1032
3057,02-950,Wilanów,ul. Łowcza,52.176,21.0771
3058,02-955,Wilanów,ul. Łowcza,52.1747,21.0736
3059,02-947,Wilanów,ul. Łucznicza,52.174,21.0886
3060,02-982,Wilanów,ul. Łucznicza,52.1803,21.0884
3061,02-992,Wilanów,ul. Metryczna,52.1634,21.1189
3062,02-993,Wilanów,ul. Nad Wilanówką,52.1595,21.1173
3063,02-949,Wilanów,ul. Ostra,52.1746,21.0825
3064,02-748,Wilanów,ul. Rzodkiewki,52.1671,21.0542
3065,02-958,Wilanów,ul. S. Kostki Potockiego,52.1637,21.0877
3066,02-987,Wilanów,ul. Syta,52.1733,21.1052
3067,02-952,Wilanów,ul. Wiertnicza,52.1741,21.0786
3068,02-963,Wilanów,ul. Z. Vogla,52.16,21.0904
3069,02-990,Wilanów,ul. Z. Vogla,52.1626,21.1026
3070,02-970,Wilanów,ul. Zapłocie,52.1289,21.094
3071,02-157,Włochy,al. Dwudziestolatków,52.1932,20.9675
3072,02-486,Włochy,Al. Jerozolimskie,52.198,20.9288
3073,02-284,Włochy,al. Krakowska,52.166,20.9339
3074,02-256,Włochy,al. Krakowska,52.1767,20.9466
3075,02-180,Włochy,al. Krakowska,52.1814,20.9486
3076,02-183,Włochy,al. Krakowska,52.1672,20.9334
3077,02-254,Włochy,al. Krakowska,52.1831,20.9522
3078,02-219,Włochy,al. Krakowska,52.1875,20.9563
3079,02-133,Włochy,al. Krakowska,52.1946,20.9613
3080,02-210,Włochy,al. Krakowska,52.1934,20.9616
3081,02-134,Włochy,ul. 1 Sierpnia,52.1938,20.9716
3082,02-148,Włochy,ul. 17 Stycznia,52.1792,20.977
3083,02-146,Włochy,ul. 17 Stycznia,52.1838,20.9637
3084,02-298,Włochy,ul. A. Struga,52.1672,20.927
3085,02-287,Włochy,ul. Aksamitna,52.176,20.9288
3086,02-488,Włochy,ul. Akurat,52.2014,20.9172
3087,02-211,Włochy,ul. Analityczna,52.1949,20.9576
3088,02-154,Włochy,ul. Astronautów,52.1832,20.9746
3089,02-437,Włochy,ul. Atlasowa,52.2119,20.9128
3090,02-293,Włochy,ul. B. Gidzińskiego,52.1729,20.9293
3091,02-482,Włochy,ul. Batalionu AK „Włochy”,52.2011,20.9106
3092,02-179,Włochy,ul. Bogucicka,,
3093,02-479,Włochy,ul. Bolesława Chrobrego,52.2029,20.9151
3094,02-213,Włochy,ul. Borsucza,52.1945,20.9558
3095,02-257,Włochy,ul. Boryny,52.185,20.9515
3096,02-469,Włochy,ul. Bratnia,52.206,20.9257
3097,02-460,Włochy,ul. Budki Szczęśliwickie,52.208,20.9372
3098,02-267,Włochy,ul. Buńczuk,52.179,20.9415
3099,02-471,Włochy,ul. Cegielniana,52.2079,20.9249
3100,02-271,Włochy,ul. Centralna,52.178,20.9393
3101,02-453,Włochy,ul. Chylońska,52.2117,20.9345
3102,02-439,Włochy,ul. Cienista,52.2079,20.9137
3103,02-492,Włochy,ul. Cietrzewia,52.2033,20.9224
3104,02-443,Włochy,ul. Ciszewska,52.2088,20.9154
3105,02-401,Włochy,ul. Cykady,52.2046,20.9061
3106,02-265,Włochy,ul. Cyprysowa,52.1803,20.9431
3107,02-466,Włochy,ul. Cz. Kłosia,52.2068,20.9203
3108,02-446,Włochy,ul. Cz. Kłosia,52.2118,20.9171
3109,02-150,Włochy,ul. Cz. Tańskiego,52.1832,20.9766
3110,02-169,Włochy,ul. Czardasza,52.1912,20.9627
3111,02-456,Włochy,ul. Czereśniowa,52.2019,20.9296
3112,02-457,Włochy,ul. Czereśniowa,52.2003,20.9277
3113,02-459,Włochy,ul. Czółenkowa,52.2107,20.9349
3114,02-277,Włochy,ul. Daleszycka,52.1865,20.9315
3115,02-413,Włochy,ul. Dekarska,52.2065,20.8991
3116,02-490,Włochy,ul. Denarowa,52.2013,20.9201
3117,02-270,Włochy,ul. Długopolska,52.1773,20.9411
3118,02-452,Włochy,ul. Drukarzy,52.2093,20.9268
3119,02-411,Włochy,ul. Dymna,52.2052,20.8964
3120,02-234,Włochy,ul. Działkowa,52.1785,20.9319
3121,02-454,Włochy,ul. Dziupli,52.208,20.9288
3122,02-424,Włochy,ul. Dziupli,52.2094,20.9014
3123,02-290,Włochy,ul. Dzwonkowa,52.175,20.9268
3124,02-295,Włochy,ul. Emaliowa,52.1672,20.9286
3125,02-149,Włochy,ul. F. Hynka,52.1854,20.9728
3126,02-408,Włochy,ul. F. Szuberta,52.206,20.9
3127,02-425,Włochy,ul. F. Szuberta,52.2101,20.9018
3128,02-217,Włochy,ul. Fajansowa,52.1956,20.9531
3129,02-299,Włochy,ul. Finałowa,52.1661,20.9254
3130,02-431,Włochy,ul. Flagowa,52.209,20.9051
3131,02-406,Włochy,ul. Fraszki,52.205,20.9017
3132,02-417,Włochy,ul. Galaktyki,52.2087,20.9035
3133,02-246,Włochy,ul. Geologiczna,52.1899,20.9553
3134,02-412,Włochy,ul. Gęślarska,52.2053,20.8979
3135,02-436,Włochy,ul. Globusowa,52.2084,20.9145
3136,02-172,Włochy,ul. Gładka,52.1873,20.9593
3137,02-215,Włochy,ul. Głuszycka,52.1946,20.9567
3138,01-253,Włochy,ul. Gniewkowska,52.2169,20.9328
3139,02-458,Włochy,ul. Gryczana,52.2091,20.9336
3140,02-216,Włochy,ul. Hejnałowa,52.1957,20.9541
3141,02-195,Włochy,ul. Hipolitowo,52.1619,20.9351
3142,02-191,Włochy,ul. Hipotezy,52.1645,20.9336
3143,02-489,Włochy,ul. Husarska,52.2008,20.9191
3144,02-135,Włochy,ul. Iłżecka,52.1881,20.9853
3145,02-237,Włochy,ul. Instalatorów,52.1977,20.9536
3146,02-159,Włochy,ul. J. G. Bennetta,52.1669,20.9828
3147,02-415,Włochy,ul. J. I. Kraszewskiego,52.2075,20.8963
3148,02-240,Włochy,ul. Jakobinów,52.1871,20.9439
3149,02-259,Włochy,ul. Jamińska,52.1845,20.9511
3150,02-264,Włochy,ul. Janiszowska,52.1809,20.9437
3151,02-188,Włochy,ul. Janka Muzykanta,52.1641,20.9347
